Company,TypeName,Ram,Memory,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,Cpu brand,HDD,SSD,Hybrib,Flash_Storage
HP,Notebook,4,256 SSD,AMD Radeon R5,Windows 10,1.91,26053.3872,0,0,141.21199808219862,AMD Processor,0,256,0,0
Lenovo,Netbook,4,128 SSD,Intel HD Graphics 500,Windows 10,1.59,29463.84,0,1,135.0942111925629,Other Intel Processor,0,128,0,0
Dell,Notebook,4,500 HDD,Intel HD Graphics 400,Windows 10,1.8,16463.52,0,0,100.45466986113651,Other Intel Processor,500,0,0,0
Asus,Notebook,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.5,15238.08,0,0,111.93520355955211,Other Intel Processor,0,0,0,32
Acer,Notebook,8,1000 HDD,Nvidia GeForce GTX 1050,Linux,2.4,45074.88,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
HP,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,63456.48,0,1,127.33567457123111,Intel Core i7,1000,128,0,0
Lenovo,Notebook,4,128 SSD,Intel HD Graphics 520,No OS,1.85,21498.48,0,0,141.21199808219862,Intel Core i3,0,128,0,0
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,88178.4,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
Lenovo,Notebook,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.5,58554.72,0,1,157.3505121487356,Intel Core i5,0,256,0,0
Asus,Ultrabook,16,512 SSD,Intel HD Graphics 620,Windows 10,1.1,93181.392,1,0,165.6321180513006,Intel Core i7,0,512,0,0
Lenovo,Ultrabook,8,512 SSD,Intel HD Graphics 620,Windows 10,1.13,121584.96,0,1,209.8006828649808,Intel Core i7,0,512,0,0
Lenovo,Notebook,4,128 SSD,Intel HD Graphics 620,Windows 10,1.5,29250.72,0,1,165.6321180513006,Intel Core i3,0,128,0,0
Dell,Workstation,8,500 HDD,AMD FirePro W5130M,Windows 10,2.23,72940.32,0,0,141.21199808219862,Intel Core i5,500,0,0,0
Dell,Workstation,8,256 SSD,Nvidia Quadro M1200,Windows 10,2.0,113752.8,0,1,141.21199808219862,Intel Core i7,0,256,0,0
Lenovo,2 in 1 Convertible,16,512 SSD,Intel HD Graphics 620,Windows 10,1.42,133679.52,1,0,209.8006828649808,Intel Core i7,0,512,0,0
Asus,Gaming,8,1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,55357.92,0,0,127.33567457123111,Intel Core i7,1000,0,0,0
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,84768.48,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
Acer,Notebook,12,1000 HDD,Nvidia GeForce MX130,Windows 10,2.2,36975.7872,0,1,100.45466986113651,Intel Core i5,1000,0,0,0
MSI,Gaming,8,256 SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874.72,0,0,127.33567457123111,Intel Core i7,0,256,0,0
Dell,Notebook,8,256 SSD,AMD Radeon R7 M445,Linux,2.33,41498.1936,0,0,141.21199808219862,Intel Core i7,0,256,0,0
HP,Ultrabook,4,256 SSD,AMD Radeon 520,Windows 10,1.91,26586.72,0,0,141.21199808219862,AMD Processor,0,256,0,0
Lenovo,Notebook,8,256 SSD,AMD Radeon RX 550,Windows 10,2.1,65510.9568,0,1,141.21199808219862,Intel Core i7,0,256,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.9,49976.64,0,1,157.3505121487356,Intel Core i5,0,256,0,0
Dell,Workstation,8,256 SSD,Nvidia Quadro M1200,Windows 10,1.78,144495.36,1,0,282.42399616439724,Intel Core i7,0,256,0,0
Lenovo,Ultrabook,16,1000 SSD,Intel HD Graphics 620,Windows 10,1.13,139860.0,0,1,209.8006828649808,Intel Core i7,0,1000,0,0
Lenovo,Notebook,4,1000 HDD,Intel HD Graphics 500,Windows 10,2.2,16303.68,0,0,100.45466986113651,Other Intel Processor,1000,0,0,0
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,81465.12,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
Lenovo,Notebook,8,256 SSD +  1000 HDD,AMD Radeon RX 550,Windows 10,2.1,60978.96,0,1,86.05106133133977,Intel Core i5,1000,256,0,0
Acer,Notebook,8,256 SSD,Nvidia GeForce GTX 1050,Linux,2.5,46833.12,0,0,141.21199808219862,Intel Core i7,0,256,0,0
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,119826.72,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
Asus,Ultrabook,8,512 SSD,Intel HD Graphics 620,Windows 10,1.1,99793.44,0,0,157.3505121487356,Intel Core i7,0,512,0,0
Toshiba,Ultrabook,16,512 SSD,Intel HD Graphics 520,Windows 10,1.2,93080.16,0,0,165.6321180513006,Intel Core i7,0,512,0,0
Dell,Ultrabook,8,512 SSD,Intel HD Graphics,Windows 10,1.36,89510.4,0,0,157.3505121487356,Intel Core i7,0,512,0,0
Lenovo,Notebook,4,500 HDD,Intel HD Graphics 520,Windows 10,2.2,21791.52,0,0,61.879414889952194,Intel Core i3,500,0,0,0
Lenovo,Notebook,2,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.15,16221.096,0,0,135.0942111925629,Other Intel Processor,0,0,0,32
Lenovo,Workstation,8,512 SSD,Nvidia Quadro M1200,Windows 10,2.67,102564.0,0,0,141.21199808219862,Intel Core i7,0,512,0,0
Lenovo,Ultrabook,8,512 SSD,Nvidia GeForce GT 940MX,Windows 10,1.7,103523.04,0,1,209.8006828649808,Intel Core i7,0,512,0,0
HP,Notebook,4,1000 HDD,AMD Radeon 520,Windows 10,2.1,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
Acer,2 in 1 Convertible,8,256 SSD,Intel HD Graphics 520,Windows 10,1.6,42038.4528,1,1,165.6321180513006,Intel Core i7,0,256,0,0
Asus,2 in 1 Convertible,8,256 SSD,Intel HD Graphics 620,Windows 10,1.27,49443.84,1,1,165.6321180513006,Intel Core i5,0,256,0,0
Dell,Notebook,4,256 SSD,AMD Radeon R5 M430,Linux,2.3,31909.392,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Dell,Notebook,4,128 SSD,Intel HD Graphics 520,Windows 10,1.65,36709.92,0,0,117.82653006268643,Intel Core i3,0,128,0,0
HP,Ultrabook,8,256 SSD,Intel HD Graphics 520,Windows 10,1.43,79920.0,0,0,157.3505121487356,Intel Core i7,0,256,0,0
Dell,Notebook,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.14,28768.536,0,0,100.45466986113651,Intel Core i5,1000,0,0,0
Lenovo,Ultrabook,8,256 SSD,AMD Radeon RX 550,Windows 10,1.75,64755.4464,0,1,157.3505121487356,Intel Core i7,0,256,0,0
Lenovo,2 in 1 Convertible,16,512 SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,101178.72,1,1,282.42399616439724,Intel Core i7,0,512,0,0
Chuwi,Notebook,6,64 Flash Storage,Intel HD Graphics 500,Windows 10,1.4,23922.72,0,1,267.3384360344031,Other Intel Processor,0,0,0,64
HP,Notebook,8,256 SSD,Intel HD Graphics 630,Windows 10,2.31,76030.56,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Asus,Notebook,8,1000 HDD,Nvidia GeForce 940MX,Linux,2.3,31808.16,0,0,61.879414889952194,Intel Core i3,1000,0,0,0
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,149130.72,0,1,107.59009377691324,Intel Core i7,1000,256,0,0
Dell,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,61751.52,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
Dell,Notebook,8,256 SSD +  2000 HDD,AMD Radeon 530,Windows 10,2.02,60867.072,0,0,141.21199808219862,Intel Core i7,2000,256,0,0
Dell,Ultrabook,8,256 SSD,Intel HD Graphics 620,Linux,1.6,58554.72,0,0,157.3505121487356,Intel Core i7,0,256,0,0
HP,Gaming,12,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,3.35,106506.72,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
Mediacom,2 in 1 Convertible,4,32 SSD,Intel HD Graphics 500,Windows 10,1.16,15930.72,1,1,189.90579052433606,Other Intel Processor,0,32,0,0
Samsung,Netbook,4,16 Flash Storage,Intel HD Graphics 400,Chrome OS,1.15,14332.32,0,0,135.0942111925629,Other Intel Processor,0,0,0,16
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.4,53812.8,0,1,165.6321180513006,Intel Core i7,0,256,0,0
Lenovo,Notebook,4,128 SSD,Intel HD Graphics 620,Windows 10,1.7,31914.72,0,1,157.3505121487356,Intel Core i3,0,128,0,0
Lenovo,Workstation,16,512 SSD,Nvidia GeForce 940MX,Windows 10,2.3,130269.6,0,1,282.42399616439724,Intel Core i7,0,512,0,0
Lenovo,Notebook,16,512 SSD,Nvidia Quadro M2200M,Windows 10,2.5,130482.72,0,0,141.21199808219862,Intel Core i7,0,512,0,0
Asus,Gaming,8,256 SSD +  1000 HDD,AMD Radeon RX 580,Windows 10,3.2,90309.6,0,0,127.33567457123111,AMD Processor,1000,256,0,0
HP,Notebook,4,500 HDD,Intel HD Graphics 400,Windows 10,2.1,18488.16,0,0,100.45466986113651,Other Intel Processor,500,0,0,0
Google,Ultrabook,16,512 SSD,Intel HD Graphics 615,Chrome OS,1.1,117162.72,1,0,234.50740003017813,Intel Core i7,0,512,0,0
Lenovo,Ultrabook,24,512 SSD,Intel HD Graphics 620,Windows 10,1.32,126912.96,0,0,122.3837316712388,Intel Core i7,0,512,0,0
Asus,Notebook,4,256 SSD,Intel HD Graphics 620,Linux,2.0,29783.52,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Lenovo,Notebook,8,1000 HDD,AMD Radeon R4,Windows 10,2.8,27652.32,0,0,106.11306214269258,AMD Processor,1000,0,0,0
Dell,Notebook,4,256 SSD,AMD Radeon 530,Windows 10,2.2,39906.72,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Lenovo,Ultrabook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,76137.12,0,1,176.23257360658386,Intel Core i5,0,256,0,0
Lenovo,Notebook,4,128 SSD,Intel HD Graphics 505,Windows 10,2.2,18594.72,0,0,141.21199808219862,Other Intel Processor,0,128,0,0
HP,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
Dell,Notebook,8,256 SSD,Nvidia GeForce 930MX,Windows 10,1.64,62817.12,0,0,157.3505121487356,Intel Core i5,0,256,0,0
Acer,Notebook,4,500 HDD,Intel HD Graphics 620,Linux,2.4,23539.104,0,0,100.45466986113651,Intel Core i5,500,0,0,0
Dell,Workstation,8,64 Flash Storage +  1000 HDD,Nvidia Quadro M620,Windows 10,2.23,106187.04,0,0,141.21199808219862,Other Intel Processor,1000,0,0,64
MSI,Gaming,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,54757.9872,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Microsoft,Ultrabook,16,512 SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,137941.92,1,0,200.84255993695703,Intel Core i7,0,512,0,0
HP,Notebook,8,128 SSD,Intel HD Graphics 620,Windows 10,1.91,31381.92,0,0,100.45466986113651,Intel Core i5,0,128,0,0
Dell,Workstation,16,256 SSD,Nvidia Quadro M620,Windows 10,2.17,105228.0,0,1,141.21199808219862,Intel Core i7,0,256,0,0
HP,Workstation,8,512 SSD,Intel HD Graphics 620,Windows 10,2.31,81731.52,0,1,141.21199808219862,Intel Core i7,0,512,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.65,71661.6,0,0,157.3505121487356,Intel Core i5,0,256,0,0
Dell,Notebook,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.36,52161.12,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
Dell,2 in 1 Convertible,4,500 HDD,Intel HD Graphics 405,Windows 10,1.47,25521.12,1,0,135.0942111925629,Other Intel Processor,500,0,0,0
Dell,Notebook,8,1000 HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,109010.88,0,1,127.33567457123111,Intel Core i7,1000,0,0,0
Microsoft,Ultrabook,4,128 SSD,Intel HD Graphics 615,Windows 10 S,1.252,52693.92,1,0,200.84255993695703,Other Intel Processor,0,128,0,0
Microsoft,Ultrabook,8,256 SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,95850.72,1,0,80.93655400444537,Intel Core i7,0,256,0,0
HP,Notebook,8,256 SSD,Intel HD Graphics 520,Windows 10,2.5,34093.872,0,0,106.11306214269258,Intel Core i3,0,256,0,0
Acer,Notebook,4,1000 HDD,Nvidia GeForce 940MX,Windows 10,2.23,28984.32,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
Acer,Netbook,4,128 SSD,Intel HD Graphics 400,Windows 10,1.4,23176.8,0,0,135.0942111925629,Other Intel Processor,0,128,0,0
Asus,Notebook,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.37,39906.72,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
Lenovo,Notebook,8,512 SSD,AMD Radeon R7 M460,No OS,1.5,42570.72,0,1,157.3505121487356,Intel Core i7,0,512,0,0
Lenovo,Notebook,8,256 SSD,Nvidia Quadro M2200M,Windows 10,2.67,111355.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Asus,Notebook,4,500 HDD,Intel HD Graphics 500,Windows 10,2.0,16197.12,0,0,100.45466986113651,Other Intel Processor,500,0,0,0
Acer,Notebook,4,500 HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2,24988.32,0,0,100.45466986113651,Intel Core i3,500,0,0,0
Dell,Notebook,8,2000 HDD,AMD Radeon 530,Windows 10,2.02,40439.52,0,0,141.21199808219862,Intel Core i5,2000,0,0,0
HP,Gaming,12,1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.78,90522.72,0,1,127.33567457123111,Intel Core i7,1000,0,0,0
Lenovo,Ultrabook,12,256 SSD,Intel HD Graphics 520,Windows 10,1.4,98994.24,0,1,209.8006828649808,Intel Core i7,0,256,0,0
HP,2 in 1 Convertible,8,512 SSD,Intel UHD Graphics 620,Windows 10,1.29,106506.72,1,1,331.2642361026012,Intel Core i7,0,512,0,0
HP,Notebook,8,500 HDD,AMD FirePro W4190M ,Windows 10,1.9,61485.12,0,0,141.21199808219862,Intel Core i5,500,0,0,0
Google,Ultrabook,8,128 SSD,Intel HD Graphics 615,Chrome OS,1.1,67932.0,1,0,234.50740003017813,Intel Core i5,0,128,0,0
Dell,Ultrabook,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.42,98133.768,1,0,165.6321180513006,Intel Core i5,0,256,0,0
Asus,Notebook,12,128 SSD +  1000 HDD,Intel HD Graphics 530,Windows 10,2.06,69210.72,0,1,282.42399616439724,Intel Core i7,1000,128,0,0
Dell,Notebook,8,128 SSD,Intel HD Graphics 520,Windows 10,1.79,39427.2,0,0,111.93520355955211,Intel Core i3,0,128,0,0
Lenovo,Notebook,8,180 SSD,Intel HD Graphics 620,Windows 10,1.7,72673.92,0,0,157.3505121487356,Intel Core i5,0,180,0,0
Toshiba,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.05,89084.16,0,1,165.6321180513006,Intel Core i5,0,256,0,0
Dell,Notebook,8,512 SSD,Nvidia GeForce 940MX,Windows 10,2.16,67239.36,0,1,141.21199808219862,Intel Core i7,0,512,0,0
Dell,Notebook,4,1000 HDD,Intel HD Graphics 620,Windows 10,2.18,31254.048,0,0,100.45466986113651,Intel Core i3,1000,0,0,0
HP,Notebook,4,128 SSD,Intel UHD Graphics 620,Windows 10,1.49,38681.28,0,1,165.6321180513006,Intel Core i5,0,128,0,0
Chuwi,Notebook,4,64 Flash Storage,Intel HD Graphics,Windows 10,1.89,13261.392,0,0,141.21199808219862,Other Intel Processor,0,0,0,64
Lenovo,Notebook,4,128 SSD,Intel HD Graphics 520,Windows 10,2.3,30103.2,0,0,100.45466986113651,Intel Core i3,0,128,0,0
Lenovo,Notebook,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.75,55890.72,0,1,157.3505121487356,Intel Core i5,0,256,0,0
Dell,Workstation,16,512 SSD,Nvidia Quadro M620,Windows 10,2.17,124568.64,0,1,141.21199808219862,Intel Core i7,0,512,0,0
Dell,Notebook,16,512 SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,101178.72,0,0,141.21199808219862,Intel Core i7,0,512,0,0
Lenovo,Ultrabook,16,512 SSD,Intel HD Graphics 620,Windows 10,1.36,95797.44,0,1,176.23257360658386,Intel Core i7,0,512,0,0
Asus,Ultrabook,16,512 SSD,Intel HD Graphics 620,Windows 10,0.91,103896.0,0,0,176.23257360658386,Intel Core i7,0,512,0,0
Lenovo,Notebook,8,256 SSD,Nvidia GeForce 940MX,Windows 10,2.3,53918.8272,0,1,141.21199808219862,Intel Core i5,0,256,0,0
Toshiba,Ultrabook,32,512 SSD,Intel HD Graphics 620,Windows 10,1.05,149130.72,1,0,165.6321180513006,Intel Core i7,0,512,0,0
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,71928.0,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
Acer,Notebook,8,1000 HDD,AMD Radeon RX 540,Windows 10,2.2,30849.12,0,0,100.45466986113651,AMD Processor,1000,0,0,0
Asus,Gaming,24,256 SSD +  1000 HDD,Nvidia GeForce GTX 965M,Windows 10,4.33,67612.32,1,1,127.33567457123111,Intel Core i7,1000,256,0,0
Lenovo,Ultrabook,8,180 SSD,Intel HD Graphics 520,Windows 10,1.3,58554.72,0,1,125.36742798669837,Intel Core i5,0,180,0,0
Lenovo,Notebook,8,256 SSD,Intel UHD Graphics 620,Windows 10,2.17,47893.392,0,0,141.21199808219862,Intel Core i7,0,256,0,0
HP,Notebook,8,1000 SSD,Intel HD Graphics 620,Windows 10,1.48,93186.72,0,0,157.3505121487356,Intel Core i7,0,1000,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.4,50562.72,0,1,165.6321180513006,Intel Core i3,0,256,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,2.3,48538.08,0,1,141.21199808219862,Intel Core i5,0,256,0,0
Asus,Netbook,4,64 Flash Storage,Intel HD Graphics 500,Windows 10 S,1.2,18115.2,0,0,135.0942111925629,Other Intel Processor,0,0,0,64
HP,Notebook,8,256 SSD,AMD Radeon 520,Windows 10,1.91,32979.7872,0,0,100.45466986113651,Intel Core i5,0,256,0,0
Lenovo,2 in 1 Convertible,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.4,85194.72,1,1,158.48253022174808,Intel Core i5,0,256,0,0
Lenovo,Notebook,4,500 HDD,Intel HD Graphics 500,Windows 10,2.1,15930.72,0,0,111.93520355955211,Other Intel Processor,500,0,0,0
Lenovo,Netbook,4,16 SSD,Intel HD Graphics 400,Chrome OS,1.25,14119.2,0,0,135.0942111925629,Other Intel Processor,0,16,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.44,50562.72,0,0,165.6321180513006,Intel Core i5,0,256,0,0
Asus,Notebook,8,256 SSD +  1000 HDD,Intel HD Graphics 620,Windows 10,2.0,65214.72,0,0,141.21199808219862,Intel Core i7,1000,256,0,0
Acer,Notebook,4,1000 HDD,Nvidia GeForce MX150,Windows 10,2.2,32660.64,0,1,141.21199808219862,Intel Core i5,1000,0,0,0
HP,Ultrabook,8,512 SSD,Intel HD Graphics 620,Windows 10,1.34,70489.44,0,1,165.6321180513006,Intel Core i7,0,512,0,0
Lenovo,Gaming,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,No OS,2.4,61218.72,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
Dell,Ultrabook,8,128 SSD,Intel HD Graphics 620,Windows 10,1.29,47898.72,1,1,165.6321180513006,Intel Core i5,0,128,0,0
Acer,Notebook,4,500 HDD,Nvidia GeForce 940MX,Windows 10,2.2,34045.92,0,0,141.21199808219862,Intel Core i7,500,0,0,0
Dell,Notebook,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.18,44542.08,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
Dell,Notebook,16,256 SSD +  2000 HDD,AMD Radeon 530,Windows 10,2.2,64961.1072,0,0,141.21199808219862,Intel Core i7,2000,256,0,0
Xiaomi,Notebook,16,256 SSD,Nvidia GeForce MX150,No OS,1.95,74589.336,0,1,141.21199808219862,Intel Core i7,0,256,0,0
Asus,Netbook,2,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.1,13053.6,0,0,135.0942111925629,Other Intel Processor,0,0,0,32
HP,Notebook,4,1000 HDD,Intel UHD Graphics 620,Windows 10,2.04,27783.9216,1,0,100.45466986113651,Intel Core i5,1000,0,0,0
Asus,Gaming,24,512 SSD,Nvidia GeForce GTX1080,Windows 10,2.24,158135.04,0,0,141.21199808219862,Intel Core i7,0,512,0,0
HP,Notebook,8,256 SSD,Nvidia GeForce 930MX,Windows 10,2.04,47365.92,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,80133.12,0,0,127.33567457123111,Intel Core i7,1000,256,0,0
Lenovo,Gaming,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,74538.72,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
HP,Ultrabook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.32,74538.72,0,1,165.6321180513006,Intel Core i7,0,256,0,0
Dell,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.64,68184.0144,0,0,157.3505121487356,Intel Core i5,0,256,0,0
HP,Notebook,4,128 SSD,Intel HD Graphics 520,Windows 10,1.63,36709.92,0,0,100.45466986113651,Intel Core i3,0,128,0,0
Dell,Notebook,8,128 SSD +  1000 HDD,AMD Radeon 530,Linux,2.8,47365.92,0,1,127.33567457123111,Intel Core i5,1000,128,0,0
Lenovo,Notebook,8,256 SSD,Intel HD Graphics 520,Windows 7,2.02,71395.2,0,0,91.7877987534291,Intel Core i5,0,256,0,0
Lenovo,Notebook,4,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.2,42570.72,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
Lenovo,Notebook,8,2000 HDD,Nvidia GeForce 920MX ,No OS,2.2,24455.52,0,0,100.45466986113651,Intel Core i3,2000,0,0,0
Dell,Notebook,4,500 HDD,AMD Radeon R5 M430,Windows 10,2.3,31168.8,0,0,141.21199808219862,Intel Core i5,500,0,0,0
Dell,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.9,73366.56,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Dell,Gaming,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,160520.3856,0,1,127.33567457123111,Intel Core i7,1000,128,0,0
Toshiba,Notebook,8,500 HDD,Intel HD Graphics 620,Windows 10,2.0,45820.8,0,1,141.21199808219862,Intel Core i5,500,0,0,0
Asus,Notebook,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.0,69210.72,0,1,282.42399616439724,Intel Core i7,1000,256,0,0
Mediacom,Notebook,4,32 SSD,Intel HD Graphics 500,Windows 10,1.2,19660.32,0,1,165.6321180513006,Other Intel Processor,0,32,0,0
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,87858.72,0,1,141.21199808219862,Intel Core i5,1000,128,0,0
Dell,Notebook,8,256 SSD,Nvidia GeForce 930MX,Windows 10,1.93,72940.32,0,0,141.21199808219862,Intel Core i7,0,256,0,0
Dell,Notebook,8,256 SSD,AMD Radeon 530,Windows 10,2.2,42486.0048,0,0,141.21199808219862,Intel Core i5,0,256,0,0
HP,Notebook,4,256 SSD,Intel HD Graphics 405,Windows 10,1.86,21258.1872,0,0,141.21199808219862,Other Intel Processor,0,256,0,0
HP,Gaming,12,1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.62,95850.72,0,0,127.33567457123111,Intel Core i7,1000,0,0,0
Lenovo,Notebook,8,256 SSD,Nvidia GeForce 940MX,Windows 10,1.87,45767.52,0,1,157.3505121487356,Intel Core i7,0,256,0,0
Dell,Ultrabook,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.2,74538.72,1,0,276.053530085501,Intel Core i7,0,256,0,0
Dell,Notebook,4,128 SSD,Intel HD Graphics 520,Windows 10,1.6,39207.1536,0,0,157.3505121487356,Intel Core i3,0,128,0,0
HP,Ultrabook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.34,61005.6,0,1,276.053530085501,Intel Core i7,0,256,0,0
Acer,Gaming,8,1000 HDD,Nvidia GeForce GTX 1050,Linux,2.4,42517.44,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
Asus,Notebook,4,500 HDD,AMD Radeon R2 Graphics,Windows 10,2.0,18594.72,0,0,100.45466986113651,AMD Processor,500,0,0,0
HP,Notebook,4,128 SSD,Intel HD Graphics 620,Windows 10,2.1,37589.04,0,0,141.21199808219862,Intel Core i3,0,128,0,0
Lenovo,Notebook,4,500 HDD,Intel HD Graphics 620,Windows 10,1.87,41824.8,0,0,157.3505121487356,Intel Core i5,500,0,0,0
Lenovo,Notebook,4,1000 HDD,Intel HD Graphics 520,No OS,2.15,24634.008,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
HP,Notebook,4,500 HDD,Intel HD Graphics 520,Windows 10,1.86,21152.16,0,0,141.21199808219862,Intel Core i3,500,0,0,0
Lenovo,Notebook,8,512 SSD,Intel HD Graphics 620,Windows 10,1.99,92121.12,0,1,141.21199808219862,Intel Core i7,0,512,0,0
Lenovo,Notebook,4,128 SSD,Intel HD Graphics 520,Windows 10,2.2,26586.72,0,0,141.21199808219862,Intel Core i3,0,128,0,0
Dell,Notebook,8,256 SSD,Intel HD Graphics 620,Windows 10,1.9,59513.2272,0,0,141.21199808219862,Intel Core i5,0,256,0,0
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,143802.72,0,1,127.33567457123111,Intel Core i7,1000,256,0,0
HP,Notebook,8,1000 HDD,Intel HD Graphics 520,Windows 10,2.65,28992.312,0,0,106.11306214269258,Intel Core i3,1000,0,0,0
HP,Notebook,8,1000 HDD,Nvidia GeForce 930MX,Windows 10,2.63,68198.4,0,0,127.33567457123111,Intel Core i7,1000,0,0,0
Asus,Notebook,4,500 HDD,Intel HD Graphics 500,Linux,2.0,11934.72,0,0,100.45466986113651,Other Intel Processor,500,0,0,0
Mediacom,Notebook,4,32 Flash Storage,Intel HD Graphics,Windows 10,1.35,13586.4,0,1,165.6321180513006,Other Intel Processor,0,0,0,32
Lenovo,Notebook,6,128 SSD +  1000 HDD,Nvidia GeForce 940MX,Windows 10,2.8,50562.72,0,0,106.11306214269258,Intel Core i7,1000,128,0,0
HP,Notebook,6,128 SSD,AMD Radeon 530,Windows 10,1.91,30310.992,0,1,141.21199808219862,AMD Processor,0,128,0,0
Dell,Notebook,4,1000 HDD,AMD Radeon R5 M420,Windows 10,2.18,32921.712,0,0,100.45466986113651,Intel Core i3,1000,0,0,0
